,title,manyogana,kundoku,kana
42,[題詞]風速浦舶泊之夜作歌二首_726,和我由恵仁  妹奈氣久良之  風早能  宇良能於伎敝尓  奇里多奈妣家利,我がゆゑに妹嘆くらし風早の浦の沖辺に霧たなびけり,",わがゆゑに,いもなげくらし,かざはやの,うらのおきへに,きりたなびけり"
43,[題詞]（風速浦舶泊之夜作歌二首）_743,於伎都加是  伊多久布伎勢波  和伎毛故我  奈氣伎能奇里尓  安可麻之母能乎,沖つ風いたく吹きせば我妹子が嘆きの霧に飽かましものを,",おきつかぜ,いたくふきせば,わぎもこが,なげきのきりに,あかましものを"
44,[題詞]安藝國長門嶋舶泊礒邊作歌五首_760,伊波婆之流  多伎毛登杼呂尓  鳴蝉乃  許恵乎之伎氣婆  京師之於毛保由,石走る瀧もとどろに鳴く蝉の声をし聞けば都し思ほゆ,",いはばしる,たきもとどろに,なくせみの,こゑをしきけば,みやこしおもほゆ"
45,[題詞]（安藝國長門嶋舶泊礒邊作歌五首）_777,夜麻河<泊>能  伎欲吉可波世尓  安蘇倍杼母  奈良能美夜故波  和須礼可祢都母,山川の清き川瀬に遊べども奈良の都は忘れかねつも,",やまがはの,きよきかはせに,あそべども,ならのみやこは,わすれかねつも"
46,[題詞]（安藝國長門嶋舶泊礒邊作歌五首）_794,伊蘇乃麻由  多藝都山河  多延受安良婆  麻多母安比見牟  秋加多麻氣弖,礒の間ゆたぎつ山川絶えずあらばまたも相見む秋かたまけて,",いそのまゆ,たぎつやまがは,たえずあらば,またもあひみむ,あきかたまけて"
47,[題詞]（安藝國長門嶋舶泊礒邊作歌五首）_811,故悲思氣美  奈具左米可祢弖  比具良之能  奈久之麻可氣尓  伊保利須流可母,恋繁み慰めかねてひぐらしの鳴く島蔭に廬りするかも,",こひしげみ,なぐさめかねて,ひぐらしの,なくしまかげに,いほりするかも"
48,[題詞]（安藝國長門嶋舶泊礒邊作歌五首）_828,和我伊能知乎  奈我刀能之麻能  小松原  伊久与乎倍弖加  可武佐備和多流,我が命を長門の島の小松原幾代を経てか神さびわたる,",わがいのちを,ながとのしまの,こまつばら,いくよをへてか,かむさびわたる"
49,[題詞]従長門浦舶<出>之夜仰觀月光作歌三首_845,月余美乃  比可里乎伎欲美  由布奈藝尓  加古能己恵欲妣  宇良<未>許具可聞,月読みの光りを清み夕なぎに水手の声呼び浦廻漕ぐかも,",つくよみの,ひかりをきよみ,ゆふなぎに,かこのこゑよび,うらみこぐかも"
50,[題詞]（従長門浦舶<出>之夜仰觀月光作歌三首）_862,山乃波尓  月可多夫氣婆  伊射里須流  安麻能等毛之備  於伎尓奈都佐布,山の端に月傾けば漁りする海人の燈火沖になづさふ,",やまのはに,つきかたぶけば,いざりする,あまのともしび,おきになづさふ"
51,[題詞]（従長門浦舶<出>之夜仰觀月光作歌三首）_879,和礼乃未夜  欲布祢波許具登  於毛敝礼婆  於伎敝能可多尓  可治能於等須奈里,我れのみや夜船は漕ぐと思へれば沖辺の方に楫の音すなり,",われのみや,よふねはこぐと,おもへれば,おきへのかたに,かぢのおとすなり"
52,[題詞]古挽歌一首[并短歌]_896,由布左礼婆  安之敝尓佐和伎  安氣久礼婆  於伎尓奈都佐布  可母須良母  都麻等多具比弖  和我尾尓波  之毛奈布里曽等  之<路>多倍乃 波祢左之可倍弖  宇知波良比  左宿等布毛能乎  由久美都能 可敝良奴其等久  布久可是能  美延奴我其登久  安刀毛奈吉 与能比登尓之弖  和可礼尓之  伊毛我伎世弖思  奈礼其呂母 蘇弖加多思吉弖  比登里可母祢牟 ,夕されば  葦辺に騒き  明け来れば  沖になづさふ  鴨すらも  妻とたぐひて  我が尾には  霜な降りそと  白栲の 羽さし交へて  うち掃ひ  さ寝とふものを  行く水の 帰らぬごとく  吹く風の  見えぬがごとく  跡もなき 世の人にして  別れにし  妹が着せてし  なれ衣 袖片敷きて  ひとりかも寝む ,",ゆふされば,あしへにさわき,あけくれば,おきになづさふ,かもすらも,つまとたぐひて,わがをには,しもなふりそと,しろたへの,はねさしかへて,うちはらひ,さぬとふものを,ゆくみづの,かへらぬごとく,ふくかぜの,みえぬがごとく,あともなき,よのひとにして,わかれにし,いもがきせてし,なれごろも,そでかたしきて,ひとりかもねむ"
53,[題詞]（古挽歌一首[并短歌]）反歌一首_913,多都我奈伎  安之<敝>乎左之弖  等妣和多類  安奈多頭多頭志  比等里佐奴礼婆,鶴が鳴き葦辺をさして飛び渡るあなたづたづしひとりさ寝れば,",たづがなき,あしへをさして,とびわたる,あなたづたづし,ひとりさぬれば"
54,[題詞]属物發思歌一首[并短歌]_930,安佐散礼婆  伊毛我手尓麻久  可我美奈須  美津能波麻備尓  於保夫祢尓  真可治之自奴伎  可良久尓々  和多理由加武等  多太牟可布 美奴面乎左指天  之保麻知弖  美乎妣伎由氣婆  於伎敝尓波 之良奈美多可美  宇良<未>欲理  許藝弖和多礼婆  和伎毛故尓 安波治乃之麻波  由布左礼婆  久毛為可久里奴  左欲布氣弖 由久敝乎之良尓  安我己許呂  安可志能宇良尓  布祢等米弖 宇伎祢乎詞都追  和多都美能  於<枳>敝乎見礼婆  伊射理須流 安麻能乎等女波  小船乗  都良々尓宇家里  安香等吉能  之保美知久礼婆 安之辨尓波  多豆奈伎和多流  安左奈藝尓  布奈弖乎世牟等  船人毛 鹿子毛許恵欲妣  柔保等里能  奈豆左比由氣婆  伊敝之麻婆 久毛為尓美延奴  安我毛敝流  許己呂奈具也等  波夜久伎弖 美牟等於毛比弖  於保夫祢乎  許藝和我由氣婆  於伎都奈美 多可久多知伎奴  与曽能<未>尓  見都追須疑由伎  多麻能宇良尓 布祢乎等杼米弖  波麻備欲里  宇良伊蘇乎見都追  奈久古奈須 祢能未之奈可由  和多都美能  多麻伎能多麻乎  伊敝都刀尓 伊毛尓也良牟等  比里比登里  素弖尓波伊礼弖  可敝之也流 都可比奈家礼婆  毛弖礼杼毛  之留思乎奈美等  麻多於伎都流可毛 ,朝されば  妹が手にまく  鏡なす  御津の浜びに  大船に  真楫しじ貫き  韓国に  渡り行かむと  直向ふ 敏馬をさして  潮待ちて  水脈引き行けば  沖辺には 白波高み  浦廻より  漕ぎて渡れば  我妹子に 淡路の島は  夕されば  雲居隠りぬ  さ夜更けて ゆくへを知らに  我が心  明石の浦に  船泊めて 浮寝をしつつ  わたつみの  沖辺を見れば  漁りする 海人の娘子は  小舟乗り  つららに浮けり  暁の  潮満ち来れば 葦辺には  鶴鳴き渡る  朝なぎに  船出をせむと  船人も 水手も声呼び  にほ鳥の  なづさひ行けば  家島は 雲居に見えぬ  我が思へる  心なぐやと  早く来て 見むと思ひて  大船を  漕ぎ我が行けば  沖つ波 高く立ち来ぬ  外のみに  見つつ過ぎ行き  玉の浦に 船を留めて  浜びより  浦礒を見つつ  泣く子なす 音のみし泣かゆ  わたつみの  手巻の玉を  家づとに 妹に遣らむと  拾ひ取り  袖には入れて  帰し遣る 使なければ  持てれども  験をなみと  また置きつるかも ,",あさされば,いもがてにまく,かがみなす,みつのはまびに,おほぶねに,まかぢしじぬき,からくにに,わたりゆかむと,ただむかふ,みぬめをさして,しほまちて,みをひきゆけば,おきへには,しらなみたかみ,うらみより,こぎてわたれば,わぎもこに,あはぢのしまは,ゆふされば,くもゐかくりぬ,さよふけて,ゆくへをしらに,あがこころ,あかしのうらに,ふねとめて,うきねをしつつ,わたつみの,おきへをみれば,いざりする,あまのをとめは,をぶねのり,つららにうけり,あかときの,しほみちくれば,あしべには,たづなきわたる,あさなぎに,ふなでをせむと,ふなびとも,かこもこゑよび,にほどりの,なづさひゆけば,いへしまは,くもゐにみえぬ,あがもへる,こころなぐやと,はやくきて,みむとおもひて,おほぶねを,こぎわがゆけば,おきつなみ,たかくたちきぬ,よそのみに,みつつすぎゆき,たまのうらに,ふねをとどめて,はまびより,うらいそをみつつ,なくこなす,ねのみしなかゆ,わたつみの,たまきのたまを,いへづとに,いもにやらむと,ひりひとり,そでにはいれて,かへしやる,つかひなければ,もてれども,しるしをなみと,またおきつるかも"
55,[題詞]（属物發思歌一首[并短歌]）反歌二首_947,多麻能宇良能  於伎都之良多麻  比利敝礼杼  麻多曽於伎都流  見流比等乎奈美,玉の浦の沖つ白玉拾へれどまたぞ置きつる見る人をなみ,",たまのうらの,おきつしらたま,ひりへれど,またぞおきつる,みるひとをなみ"
56,[題詞]（（属物發思歌一首[并短歌]）反歌二首）_964,安伎左良婆  和<我>布祢波弖牟  和須礼我比  与世伎弖於家礼  於伎都之良奈美,秋さらば我が船泊てむ忘れ貝寄せ来て置けれ沖つ白波,",あきさらば,わがふねはてむ,わすれがひ,よせきておけれ,おきつしらなみ"
57,[題詞]周防國玖河郡麻里布浦行之時作歌八首_981,真可治奴伎  布祢之由加受波  見礼杼安可奴  麻里布能宇良尓  也杼里世麻之乎,真楫貫き船し行かずは見れど飽かぬ麻里布の浦に宿りせましを,",まかぢぬき,ふねしゆかずは,みれどあかぬ,まりふのうらに,やどりせましを"
58,[題詞]（周防國玖河郡麻里布浦行之時作歌八首）_998,伊都之可母  見牟等於毛比師  安波之麻乎  与曽尓也故非無  由久与思<乎>奈美,いつしかも見むと思ひし粟島を外にや恋ひむ行くよしをなみ,",いつしかも,みむとおもひし,あはしまを,よそにやこひむ,ゆくよしをなみ"
59,[題詞]（周防國玖河郡麻里布浦行之時作歌八首）_1015,大船尓  可之布里多弖天  波麻藝欲伎  麻里布能宇良尓  也杼里可世麻之,大船にかし振り立てて浜清き麻里布の浦に宿りかせまし,",おほぶねに,かしふりたてて,はまぎよき,まりふのうらに,やどりかせまし"
60,[題詞]（周防國玖河郡麻里布浦行之時作歌八首）_1032,安波思麻能  安波自等於毛布  伊毛尓安礼也  夜須伊毛祢受弖  安我故非和多流,粟島の逢はじと思ふ妹にあれや安寐も寝ずて我が恋ひわたる,",あはしまの,あはじとおもふ,いもにあれや,やすいもねずて,あがこひわたる"
61,[題詞]（周防國玖河郡麻里布浦行之時作歌八首）_1049,筑紫道能  可太能於保之麻  思末志久母  見祢婆古非思吉  伊毛乎於伎弖伎奴,筑紫道の可太の大島しましくも見ねば恋しき妹を置きて来ぬ,",つくしぢの,かだのおほしま,しましくも,みねばこひしき,いもをおきてきぬ"
62,[題詞]（周防國玖河郡麻里布浦行之時作歌八首）_1066,伊毛我伊敝治  知可久安里世婆  見礼杼安可奴  麻里布能宇良乎  見世麻思毛能乎,妹が家路近くありせば見れど飽かぬ麻里布の浦を見せましものを,",いもがいへぢ,ちかくありせば,みれどあかぬ,まりふのうらを,みせましものを"
63,[題詞]（周防國玖河郡麻里布浦行之時作歌八首）_1083,伊敝妣等波  可敝里波也許等  伊波比之麻  伊波比麻都良牟  多妣由久和礼乎,家人は帰り早来と伊波比島斎ひ待つらむ旅行く我れを,",いへびとは,かへりはやこと,いはひしま,いはひまつらむ,たびゆくわれを"
64,[題詞]（周防國玖河郡麻里布浦行之時作歌八首）_1100,久左麻久良  多妣由久比等乎  伊波比之麻  伊久与布流末弖  伊波比伎尓家牟,草枕旅行く人を伊波比島幾代経るまで斎ひ来にけむ,",くさまくら,たびゆくひとを,いはひしま,いくよふるまで,いはひきにけむ"
65,[題詞]過大嶋鳴門而經再宿之後追作歌二首_1117,巨礼也己能  名尓於布奈流門能  宇頭之保尓  多麻毛可流登布  安麻乎等女杼毛,これやこの名に負ふ鳴門のうづ潮に玉藻刈るとふ海人娘子ども,",これやこの,なにおふなるとの,うづしほに,たまもかるとふ,あまをとめども"
66,[題詞]（過大嶋鳴門而經再宿之後追作歌二首）_1134,奈美能宇倍尓  宇伎祢世之欲比  安杼毛倍香  許己呂我奈之久  伊米尓美要都流,波の上に浮き寝せし宵あど思へか心悲しく夢に見えつる,",なみのうへに,うきねせしよひ,あどもへか,こころがなしく,いめにみえつる"
67,[題詞]熊毛浦舶泊之夜作歌四首_1151,美夜故邊尓  由可牟船毛我  可里許母能  美太礼弖於毛布  許登都ん夜良牟,都辺に行かむ船もが刈り薦の乱れて思ふ言告げやらむ,",みやこへに,ゆかむふねもが,かりこもの,みだれておもふ,ことつげやらむ"
68,[題詞]（熊毛浦舶泊之夜作歌四首）_1168,安可等伎能  伊敝胡悲之伎尓  宇良<未>欲理  可治乃於等須流波  安麻乎等女可母,暁の家恋しきに浦廻より楫の音するは海人娘子かも,",あかときの,いへごひしきに,うらみより,かぢのおとするは,あまをとめかも"
69,[題詞]（熊毛浦舶泊之夜作歌四首）_1185,於枳敝欲理  之保美知久良之  可良能宇良尓  安佐里須流多豆  奈伎弖佐和伎奴,沖辺より潮満ち来らし可良の浦にあさりする鶴鳴きて騒きぬ,",おきへより,しほみちくらし,からのうらに,あさりするたづ,なきてさわきぬ"
70,[題詞]（熊毛浦舶泊之夜作歌四首）_1202,於吉敝欲里  布奈妣等能煩流  与妣与勢弖  伊射都氣也良牟  多婢能也登里乎,沖辺より船人上る呼び寄せていざ告げ遣らむ旅の宿りを,",おきへより,ふなびとのぼる,よびよせて,いざつげやらむ,たびのやどりを"
71,[題詞]（熊毛浦舶泊之夜作歌四首）一云_1219,多妣能夜杼里乎  伊射都氣夜良奈 ,旅の宿りをいざ告げ遣らな ,",たびのやどりを,いざつげやらな"
72,[題詞]佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首_1236,於保伎美能  美許等可之故美  於保<夫>祢能  由伎能麻尓末<尓>  夜杼里須流可母,大君の命畏み大船の行きのまにまに宿りするかも,",おほきみの,みことかしこみ,おほぶねの,ゆきのまにまに,やどりするかも"
73,[題詞]（佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首）_1253,和伎毛故波  伴也母許奴可登  麻都良牟乎  於伎尓也須麻牟  伊敝都可受之弖,我妹子は早も来ぬかと待つらむを沖にや住まむ家つかずして,",わぎもこは,はやもこぬかと,まつらむを,おきにやすまむ,いへつかずして"
74,[題詞]（佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首）_1270,宇良<未>欲里  許藝許之布祢乎  風波夜美  於伎都美宇良尓  夜杼里須流可毛,浦廻より漕ぎ来し船を風早み沖つみ浦に宿りするかも,",うらみより,こぎこしふねを,かぜはやみ,おきつみうらに,やどりするかも"
75,[題詞]（佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首）_1287,和伎毛故我  伊可尓於毛倍可  奴婆多末能  比登欲毛於知受  伊米尓之美由流,我妹子がいかに思へかぬばたまの一夜もおちず夢にし見ゆる,",わぎもこが,いかにおもへか,ぬばたまの,ひとよもおちず,いめにしみゆる"
76,[題詞]（佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首）_1304,宇奈波良能  於伎敝尓等毛之  伊射流火波  安可之弖登母世  夜麻登思麻見無,海原の沖辺に灯し漁る火は明かして灯せ大和島見む,",うなはらの,おきへにともし,いざるひは,あかしてともせ,やまとしまみむ"
77,[題詞]（佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首）_1321,可母自毛能  宇伎祢乎須礼婆  美奈能和多  可具呂伎可美尓  都由曽於伎尓家類,鴨じもの浮寝をすれば蜷の腸か黒き髪に露ぞ置きにける,",かもじもの,うきねをすれば,みなのわた,かぐろきかみに,つゆぞおきにける"
78,[題詞]（佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首）_1338,比左可多能  安麻弖流月波  見都礼杼母  安我母布伊毛尓  安波奴許呂可毛,ひさかたの天照る月は見つれども我が思ふ妹に逢はぬころかも,",ひさかたの,あまてるつきは,みつれども,あがもふいもに,あはぬころかも"
79,[題詞]（佐婆海中忽遭逆風漲浪漂流經宿而後幸得順風到著豊前國下毛郡分間浦  於是追怛艱難悽惆作八首）_1355,奴波多麻能  欲和多流月者  波夜毛伊弖奴香文  宇奈波良能  夜蘇之麻能宇倍由  伊毛我安多里見牟  [旋頭歌也],ぬばたまの夜渡る月は早も出でぬかも海原の八十島の上ゆ妹があたり見む  [旋頭歌也],",ぬばたまの,よわたるつきは,はやもいでぬかも,うなはらの,やそしまのうへゆ,いもがあたりみむ"
80,[題詞]至筑紫舘遥望本郷悽愴作歌四首_1372,之賀能安麻能  一日毛於知受  也久之保能  可良伎孤悲乎母  安礼波須流香母,志賀の海人の一日もおちず焼く塩のからき恋をも我れはするかも,",しかのあまの,ひとひもおちず,やくしほの,からきこひをも,あれはするかも"
81,[題詞]（至筑紫舘遥望本郷悽愴作歌四首）_1389,思可能宇良尓  伊射里須流安麻  伊敝<妣>等能  麻知古布良牟尓  安可思都流宇乎,志賀の浦に漁りする海人家人の待ち恋ふらむに明かし釣る魚,",しかのうらに,いざりするあま,いへびとの,まちこふらむに,あかしつるうを"
82,[題詞]（至筑紫舘遥望本郷悽愴作歌四首）_1406,可之布江尓  多豆奈吉和多流  之可能宇良尓  於枳都之良奈美  多知之久良思母,可之布江に鶴鳴き渡る志賀の浦に沖つ白波立ちし来らしも,",かしふえに,たづなきわたる,しかのうらに,おきつしらなみ,たちしくらしも"
83,[題詞]（至筑紫舘遥望本郷悽愴作歌四首）一云_1423,美知之伎奴良思 ,満ちし来ぬらし ,",みちしきぬらし"
84,[題詞]（至筑紫舘遥望本郷悽愴作歌四首）_1440,伊麻欲理波  安伎豆吉奴良之  安思比奇能  夜麻末都可氣尓  日具良之奈伎奴,今よりは秋づきぬらしあしひきの山松蔭にひぐらし鳴きぬ,",いまよりは,あきづきぬらし,あしひきの,やままつかげに,ひぐらしなきぬ"
85,[題詞]七夕仰觀天漢各陳所思作歌三首_1457,安伎波疑尓  々保敝流和我母  奴礼奴等母  伎美我美布祢能  都奈之等理弖婆,秋萩ににほへる我が裳濡れぬとも君が御船の綱し取りてば,",あきはぎに,にほへるわがも,ぬれぬとも,きみがみふねの,つなしとりてば"
86,[題詞]（七夕仰觀天漢各陳所思作歌三首）_1474,等之尓安里弖  比等欲伊母尓安布  比故保思母  和礼尓麻佐里弖  於毛布良米也母,年にありて一夜妹に逢ふ彦星も我れにまさりて思ふらめやも,",としにありて,ひとよいもにあふ,ひこほしも,われにまさりて,おもふらめやも"
87,[題詞]（七夕仰觀天漢各陳所思作歌三首）_1491,由布豆久欲  可氣多知与里安比  安麻能我波  許具布奈妣等乎  見流我等母之佐,夕月夜影立ち寄り合ひ天の川漕ぐ船人を見るが羨しさ,",ゆふづくよ,かげたちよりあひ,あまのがは,こぐふなびとを,みるがともしさ"
88,[題詞]海邊望月作九首_1508,安伎可是波  比尓家尓布伎奴  和伎毛故波  伊都登<加>和礼乎  伊波比麻都良牟,秋風は日に異に吹きぬ我妹子はいつとか我れを斎ひ待つらむ,",あきかぜは,ひにけにふきぬ,わぎもこは,いつとかわれを,いはひまつらむ"
89,[題詞]（海邊望月作九首）_1525,可牟佐夫流  安良都能左伎尓  与須流奈美  麻奈久也伊毛尓  故非和多里奈牟,神さぶる荒津の崎に寄する波間なくや妹に恋ひわたりなむ,",かむさぶる,あらつのさきに,よするなみ,まなくやいもに,こひわたりなむ"
90,[題詞]（海邊望月作九首）_1542,可是能牟多  与世久流奈美尓  伊射里須流  安麻乎等女良我  毛能須素奴礼奴,風の共寄せ来る波に漁りする海人娘子らが裳の裾濡れぬ,",かぜのむた,よせくるなみに,いざりする,あまをとめらが,ものすそぬれぬ"
91,[題詞]（海邊望月作九首）一云_1559,安麻乃乎等賣我  毛能須蘇奴礼<濃>,海人の娘子が裳の裾濡れぬ ,",あまのをとめが,ものすそぬれぬ"
92,[題詞]（海邊望月作九首）_1576,安麻能波良  布里佐氣見礼婆  欲曽布氣尓家流  与之恵也之  比<等>里奴流欲波  安氣婆安氣奴等母,天の原振り放け見れば夜ぞ更けにけるよしゑやしひとり寝る夜は明けば明けぬとも,",あまのはら,ふりさけみれば,よぞふけにける,よしゑやし,ひとりぬるよは,あけばあけぬとも"
93,[題詞]（海邊望月作九首）_1593,和多都美能  於伎都奈波能里  久流等伎登  伊毛我麻都良牟  月者倍尓都追,わたつみの沖つ縄海苔来る時と妹が待つらむ月は経につつ,",わたつみの,おきつなはのり,くるときと,いもがまつらむ,つきはへにつつ"
94,[題詞]（海邊望月作九首）_1610,之可能宇良尓  伊射里須流安麻  安氣久礼婆  宇良未許具良之  可治能於等伎許由,志賀の浦に漁りする海人明け来れば浦廻漕ぐらし楫の音聞こゆ,",しかのうらに,いざりするあま,あけくれば,うらみこぐらし,かぢのおときこゆ"
95,[題詞]（海邊望月作九首）_1627,伊母乎於毛比  伊能祢良延奴尓  安可等吉能  安左宜理其問理  可里我祢曽奈久,妹を思ひ寐の寝らえぬに暁の朝霧隠り雁がねぞ鳴く,",いもをおもひ,いのねらえぬに,あかときの,あさぎりごもり,かりがねぞなく"
96,[題詞]（海邊望月作九首）_1644,由布佐礼婆  安伎可是左牟思  和伎母故我  等伎安良比其呂母  由伎弖波也伎牟,夕されば秋風寒し我妹子が解き洗ひ衣行きて早着む,",ゆふされば,あきかぜさむし,わぎもこが,ときあらひごろも,ゆきてはやきむ"
97,[題詞]（海邊望月作九首）_1661,和我多妣波  比左思久安良思  許能安我家流  伊毛我許呂母能  阿可都久見礼婆,我が旅は久しくあらしこの我が着る妹が衣の垢つく見れば,",わがたびは,ひさしくあらし,このあがける,いもがころもの,あかつくみれば"
98,[題詞]到筑前國志麻郡之韓亭舶泊經三日於時夜月之光皎々流照奄對此<華>旅情悽噎各陳心緒聊以裁歌六首_1678,於保伎美能  等保能美可度登  於毛敝礼杼  氣奈我久之安礼婆  古非尓家流可母,大君の遠の朝廷と思へれど日長くしあれば恋ひにけるかも,",おほきみの,とほのみかどと,おもへれど,けながくしあれば,こひにけるかも"
99,[題詞]（到筑前國志麻郡之韓亭舶泊經三日於時夜月之光皎々流照奄對此<華>旅情悽噎各陳心緒聊以裁歌六首）_1695,多妣尓安礼杼  欲流波火等毛之  乎流和礼乎  也未尓也伊毛我  古非都追安流良牟,旅にあれど夜は火灯し居る我れを闇にや妹が恋ひつつあるらむ,",たびにあれど,よるはひともし,をるわれを,やみにやいもが,こひつつあるらむ"
100,[題詞]（到筑前國志麻郡之韓亭舶泊經三日於時夜月之光皎々流照奄對此<華>旅情悽噎各陳心緒聊以裁歌六首）_1712,可良等麻里  能<許>乃宇良奈美  多々奴日者  安礼杼母伊敝尓  古非奴日者奈之,韓亭能許の浦波立たぬ日はあれども家に恋ひぬ日はなし,",からとまり,のこのうらなみ,たたぬひは,あれどもいへに,こひぬひはなし"
101,[題詞]（到筑前國志麻郡之韓亭舶泊經三日於時夜月之光皎々流照奄對此<華>旅情悽噎各陳心緒聊以裁歌六首）_1729,奴婆多麻乃  欲和多流月尓  安良麻世婆  伊敝奈流伊毛尓  安比弖許麻之乎,ぬばたまの夜渡る月にあらませば家なる妹に逢ひて来ましを,",ぬばたまの,よわたるつきに,あらませば,いへなるいもに,あひてこましを"
102,[題詞]（到筑前國志麻郡之韓亭舶泊經三日於時夜月之光皎々流照奄對此<華>旅情悽噎各陳心緒聊以裁歌六首）_1746,比左可多能  月者弖利多里  伊刀麻奈久  安麻能伊射里波  等毛之安敝里見由,ひさかたの月は照りたり暇なく海人の漁りは灯し合へり見ゆ,",ひさかたの,つきはてりたり,いとまなく,あまのいざりは,ともしあへりみゆ"
103,[題詞]（到筑前國志麻郡之韓亭舶泊經三日於時夜月之光皎々流照奄對此<華>旅情悽噎各陳心緒聊以裁歌六首）_1763,可是布氣婆  於吉都思良奈美  可之故美等  能許能等麻里尓  安麻多欲曽奴流,風吹けば沖つ白波畏みと能許の亭にあまた夜ぞ寝る,",かぜふけば,おきつしらなみ,かしこみと,のこのとまりに,あまたよぞぬる"
104,[題詞]引津亭舶泊之作歌七首_1780,久左麻久良  多婢乎久流之美  故非乎礼婆  可也能山邊尓  草乎思香奈久毛,草枕旅を苦しみ恋ひ居れば可也の山辺にさを鹿鳴くも,",くさまくら,たびをくるしみ,こひをれば,かやのやまへに,さをしかなくも"
105,[題詞]（引津亭舶泊之作歌七首）_1797,於吉都奈美  多可久多都日尓  安敝利伎等  美夜古能比等波  伎吉弖家牟可母,沖つ波高く立つ日にあへりきと都の人は聞きてけむかも,",おきつなみ,たかくたつひに,あへりきと,みやこのひとは,ききてけむかも"
106,[題詞]（引津亭舶泊之作歌七首）_1814,安麻等夫也  可里乎都可比尓  衣弖之可母  奈良能弥夜故尓  許登都ん夜良武,天飛ぶや雁を使に得てしかも奈良の都に言告げ遣らむ,",あまとぶや,かりをつかひに,えてしかも,ならのみやこに,ことつげやらむ"
107,[題詞]（引津亭舶泊之作歌七首）_1831,秋野乎  尓保波須波疑波  佐家礼杼母  見流之留思奈之  多婢尓師安礼婆,秋の野をにほはす萩は咲けれども見る験なし旅にしあれば,",あきののを,にほはすはぎは,さけれども,みるしるしなし,たびにしあれば"
108,[題詞]（引津亭舶泊之作歌七首）_1848,伊毛乎於毛比  伊能祢良延奴尓  安伎乃野尓  草乎思香奈伎都  追麻於毛比可祢弖,妹を思ひ寐の寝らえぬに秋の野にさを鹿鳴きつ妻思ひかねて,",いもをおもひ,いのねらえぬに,あきののに,さをしかなきつ,つまおもひかねて"
109,[題詞]（引津亭舶泊之作歌七首）_1865,於保夫祢尓  真可治之自奴伎  等吉麻都等  和礼波於毛倍杼  月曽倍尓家流,大船に真楫しじ貫き時待つと我れは思へど月ぞ経にける,",おほぶねに,まかぢしじぬき,ときまつと,われはおもへど,つきぞへにける"
110,[題詞]（引津亭舶泊之作歌七首）_1882,欲乎奈我美  伊能年良延奴尓  安之比奇能  山妣故等余米  佐乎思賀奈君母,夜を長み寐の寝らえぬにあしひきの山彦響めさを鹿鳴くも,",よをながみ,いのねらえぬに,あしひきの,やまびことよめ,さをしかなくも"
111,[題詞]肥前國松浦郡狛嶋亭舶泊之夜遥望海浪各慟旅心作歌七首_1899,可敝里伎弖  見牟等於毛比之  和我夜度能  安伎波疑須々伎  知里尓家武可聞,帰り来て見むと思ひし我が宿の秋萩すすき散りにけむかも,",かへりきて,みむとおもひし,わがやどの,あきはぎすすき,ちりにけむかも"
112,[題詞]（肥前國松浦郡狛嶋亭舶泊之夜遥望海浪各慟旅心作歌七首）_1916,安米都知能  可未乎許比都々  安礼麻多武  波夜伎万世伎美  麻多婆久流思母,天地の神を祈ひつつ我れ待たむ早来ませ君待たば苦しも,",あめつちの,かみをこひつつ,あれまたむ,はやきませきみ,またばくるしも"
113,[題詞]（肥前國松浦郡狛嶋亭舶泊之夜遥望海浪各慟旅心作歌七首）_1933,伎美乎於毛比  安我古非万久波  安良多麻乃  多都追奇其等尓  与久流日毛安良自,君を思ひ我が恋ひまくはあらたまの立つ月ごとに避くる日もあらじ,",きみをおもひ,あがこひまくは,あらたまの,たつつきごとに,よくるひもあらじ"
114,[題詞]（肥前國松浦郡狛嶋亭舶泊之夜遥望海浪各慟旅心作歌七首）_1950,秋夜乎  奈我美尓可安良武  奈曽許々波  伊能祢良要奴毛  比等里奴礼婆可,秋の夜を長みにかあらむなぞここば寐の寝らえぬもひとり寝ればか,",あきのよを,ながみにかあらむ,なぞここば,いのねらえぬも,ひとりぬればか"
115,[題詞]（肥前國松浦郡狛嶋亭舶泊之夜遥望海浪各慟旅心作歌七首）_1967,多良思比賣  御舶波弖家牟  松浦乃宇美  伊母我麻都<倍>伎  月者倍尓都々,足日女御船泊てけむ松浦の海妹が待つべき月は経につつ,",たらしひめ,みふねはてけむ,まつらのうみ,いもがまつべき,つきはへにつつ"
