,chapter,sents
10888,手習,鋏取りて、櫛の筥の蓋さし出でたれば、「いづら、大徳たち。ここに」と呼ぶ。
10889,手習,初め見つけたてまつりし二人ながら供にありければ、呼び入れて、「御髪下ろしたてまつれ」と言ふ。
10890,手習,げに、いみじかりし人の御ありさまなれば、「うつし人にては、世におはせむもうたてこそあらめ」と、この阿闍梨もことわりに思ふに、几帳の帷子のほころびより、御髪をかき出だしたまひつるが、いとあたらしくをかしげなるになむ、しばし、鋏をもてやすらひける。
10891,手習,かかるほど、少将の尼は、兄の阿闍梨の来たるに会ひて、下にゐたり。
10892,手習,左衛門は、この私の知りたる人にあひしらふとて、かかる所にとりては、皆とりどりに、心寄せの人びとめづらしうて出で来たるに、はかなきことしける、見入れなどしけるほどに、こもき一人して、「かかることなむ」と少将の尼に告げたりければ、惑ひて来て見るに、わが御上の衣、袈裟などを、ことさらばかりとて着せたてまつりて、「親の御方拝みたてまつりたまへ」と言ふに、いづ方とも知らぬほどなむ、え忍びあへたまはで、泣きたまひにける。
10893,手習,「あな、あさましや。など、かく奥なきわざはせさせたまふ。上、帰りおはしては、いかなることをのたまはせむ」と言へど、かばかりにしそめつるを、言ひ乱るもものしと思ひて、僧都諌めたまへば、寄りてもえ妨げず。
10894,手習,「流転三界中」など言ふにも、「断ち果ててしものを」と思ひ出づるも、さすがなりけり。
10895,手習,御髪も削ぎわづらひて、「のどやかに、尼君たちして、直させたまへ」と言ふ。
10896,手習,額は僧都ぞ削ぎたまふ。
10897,手習,「かかる御容貌やつしたまひて、悔いたまふな」など、尊きことども説き聞かせたまふ。
10898,手習,「とみにせさすべくもあらず、皆言ひ知らせたまへることを、うれしくもしつるかな」と、これのみぞ仏は生けるしるしありてとおぼえたまひける。
10899,手習,皆人びと出で静まりぬ。
10900,手習,夜の風の音に、この人びとは、「心細き御住まひも、しばしのことぞ。今いとめでたくなりたまひなむ、と頼みきこえつる御身を、かくしなさせたまひて、残り多かる御世の末を、いかにせさせたまはむとするぞ。老い衰へたる人だに、今は限りと思ひ果てられて、いと悲しきわざにはべる」と言ひ知らすれど、「なほ、ただ今は、心やすくうれし。世に経べきものとは、思ひかけずなりぬるこそは、いとめでたきことなれ」と、胸のあきたる心地ぞしたまひける。
10901,手習,翌朝は、さすがに人の許さぬことなれば、変はりたらむさま見えむもいと恥づかしく、髪の裾の、にはかにおぼとれたるやうに、しどけなくさへ削がれたるを、「むつかしきことども言はで、つくろはむ人もがな」と、何事につけても、つつましくて、暗うしなしておはす。
10902,手習,思ふことを人に言ひ続けむ言の葉は、もとよりだにはかばかしからぬ身を、まいてなつかしうことわるべき人さへなければ、ただ硯に向かひて、思ひあまる折には、手習をのみ、たけきこととは、書きつけたまふ。
10903,手習,「なきものに身をも人をも思ひつつ捨ててし世をぞさらに捨てつる今は、かくて限りつるぞかし」と書きても、なほ、みづからいとあはれと見たまふ。
10904,手習,「限りぞと思ひなりにし世の中を返す返すも背きぬるかな」同じ筋のことを、とかく書きすさびゐたまへるに、中将の御文あり。
10905,手習,もの騒がしう呆れたる心地しあへるほどにて、「かかること」など言ひてけり。
10906,手習,いとあへなしと思ひて、「かかる心の深くありける人なりければ、はかなきいらへをもしそめじと、思ひ離るるなりけり。さてもあへなきわざかな。いとをかしく見えし髪のほどを、たしかに見せよと、一夜も語らひしかば、さるべからむ折に、と言ひしものを」と、いと口惜しうて、立ち返り、「聞こえむ方なきは、岸遠く漕ぎ離るらむ海人舟に乗り遅れじと急がるるかな」例ならず取りて見たまふ。
10907,手習,もののあはれなる折に、今はと思ふもあはれなるものから、いかが思さるらむ、いとはかなきものの端に、「心こそ憂き世の岸を離るれど行方も知らぬ海人の浮木を」と、例の、手習にしたまへるを、包みてたてまつる。
10908,手習,「書き写してだにこそ」とのたまへど、「なかなか書きそこなひはべりなむ」とてやりつ。
10909,手習,めづらしきにも、言ふ方なく悲しうなむおぼえける。
10910,手習,物詣での人帰りたまひて、思ひ騒ぎたまふこと、限りなし。
10911,手習,「かかる身にては、勧めきこえむこそは、と思ひなしはべれど、残り多かる御身を、いかで経たまはむとすらむ。おのれは、世にはべらむこと、今日、明日とも知りがたきに、いかでうしろやすく見たてまつらむと、よろづに思ひたまへてこそ、仏にも祈りきこえつれ」と、伏しまろびつつ、いといみじげに思ひたまへるに、まことの親の、やがて骸もなきものと、思ひ惑ひたまひけむほど推し量るるぞ、まづいと悲しかりける。
10912,手習,例の、いらへもせで背きゐたまへるさま、いと若くうつくしげなれば、「いとものはかなくぞおはしける御心なれ」と、泣く泣く御衣のことなど急ぎたまふ。
10913,手習,鈍色は手馴れにしことなれば、小袿、袈裟などしたり。
10914,手習,ある人びとも、かかる色を縫ひ着せたてまつるにつけても、「いとおぼえず、うれしき山里の光と、明け暮れ見たてまつりつるものを、口惜しきわざかな」と、あたらしがりつつ、僧都を恨み誹りけり。
10915,手習,一品の宮の御悩み、げに、かの弟子の言ひしもしるく、いちじるきことどもありて、おこたらせたまひにければ、いよいよいと尊きものに言ひののしる。
10916,手習,名残も恐ろしとて、御修法延べさせたまへば、とみにもえ帰り入らでさぶらひたまふに、雨など降りてしめやかなる夜、召して、夜居にさぶらはせたまふ。
10917,手習,日ごろいたうさぶらひ極じたる人は、皆休みなどして、御前に人少なにて、近く起きたる人少なき折に、同じ御帳におはしまして、「昔より頼ませたまふなかにも、このたびなむ、いよいよ、後の世もかくこそはと、頼もしきことまさりぬる」などのたまはす。
10918,手習,「世の中に久しうはべるまじきさまに、仏なども教へたまへることどもはべるうちに、今年、来年、過ぐしがたきやうになむはべれば、仏を紛れなく念じつとめはべらむとて、深く籠もりはべるを、かかる仰せ言にて、まかり出ではべりにし」など啓したまふ。
10919,手習,御もののけの執念きことを、さまざまに名のるが恐ろしきことなどのたまふついでに、「いとあやしう、希有のことをなむ見たまへし。この三月に、年老いてはべる母の、願ありて初瀬に詣でてはべりし、帰さの中宿りに、宇治の院と言ひはべる所にまかり宿りしを、かくのごと、人住まで年経ぬる大きなる所は、よからぬものかならず通ひ住みて、重き病者のため悪しきことども、と思ひたまへしも、しるく」とて、かの見つけたりしことどもを語りきこえたまふ。
10920,手習,「げに、いとめづらかなることかな」とて、近くさぶらふ人びと皆寝入りたるを、恐ろしく思されて、おどろかさせたまふ。
10921,手習,大将の語らひたまふ宰相の君しも、このことを聞きけり。
10922,手習,おどろかさせたまふ人びとは、何とも聞かず。
10923,手習,僧都、懼ぢさせたまへる御けしきを、「心もなきこと啓してけり」と思ひて、詳しくもそのほどのことをば言ひさしつ。
10924,手習,「その女人、このたびまかり出ではべりつるたよりに、小野にはべりつる尼どもあひ訪ひはべらむとて、まかり寄りたりしに、泣く泣く、出家の志し深きよし、ねむごろに語らひはべりしかば、頭下ろしはべりにき。なにがしが妹、故衛門督の妻にはべりし尼なむ、亡せにし女子の代りにと、思ひ喜びはべりて、随分に労りかしづきはべりけるを、かくなりたれば、恨みはべるなり。げにぞ、容貌はいとうるはしくけうらにて、行ひやつれむもいとほしげになむはべりし。何人にかはべりけむ」と、ものよく言ふ僧都にて、語り続け申したまへば、「いかで、さる所に、よき人をしも取りもて行きけむ。さりとも、今は知られぬらむ」など、この宰相の君ぞ問ふ。
10925,手習,「知らず。さもや、語らひたまふらむ。まことにやむごとなき人ならば、何か、隠れもはべらじをや。田舎人の娘も、さるさましたるこそははべらめ。龍の中より、仏生まれたまはずはこそはべらめ。ただ人にては、いと罪軽きさまの人になむはべりける」など聞こえたまふ。
10926,手習,そのころ、かのわたりに消え失せにけむ人を思し出づ。
10927,手習,この御前なる人も、姉の君の伝へに、あやしくて亡せたる人とは聞きおきたれば、「それにやあらむ」とは思ひけれど、定めなきことなり。
10928,手習,僧都も、「かかる人、世にあるものとも知られじと、よくもあらぬ敵だちたる人もあるやうにおもむけて、隠し忍びはべるを、事のさまのあやしければ、啓しはべるなり」と、なま隠すけしきなれば、人にも語らず。
10929,手習,宮は、「それにもこそあれ。大将に聞かせばや」と、この人にぞのたまはすれど、いづ方にも隠すべきことを、定めてさならむとも知らずながら、恥づかしげなる人に、うち出でのたまはせむもつつましく思して、やみにけり。
10930,手習,姫宮おこたり果てさせたまひて、僧都も登りぬ。
10931,手習,かしこに寄りたまへれば、いみじう恨みて、「なかなか、かかる御ありさまにて、罪も得ぬべきことを、のたまひもあはせずなりにけることをなむ、いとあやしき」などのたまへど、かひもなし。
10932,手習,「今は、ただ御行ひをしたまへ。老いたる、若き、定めなき世なり。はかなきものに思しとりたるも、ことわりなる御身をや」とのたまふにも、いと恥づかしうなむおぼえける。
10933,手習,「御法服新しくしたまへ」とて、綾、羅、絹などいふもの、たてまつりおきたまふ。
10934,手習,「なにがしがはべらむ限りは、仕うまつりなむ。なにか思しわづらふべき。常の世に生ひ出でて、世間の栄華に願ひまつはるる限りなむ、所狭く捨てがたく、我も人も思すべかめることなめる。かかる林の中に行ひ勤めたまはむ身は、何事かは恨めしくも恥づかしくも思すべき。このあらむ命は、葉の薄きがごとし」と言ひ知らせて、「松門に暁到りて月徘徊す」と、法師なれど、いとよしよししく恥づかしげなるさまにてのたまふことどもを、「思ふやうにも言ひ聞かせたまふかな」と聞きゐたり。
10935,手習,今日は、ひねもすに吹く風の音もいと心細きに、おはしたる人も、「あはれ、山伏は、かかる日にぞ、音は泣かるなるかし」と言ふを聞きて、「我も今は山伏ぞかし。ことわりに止まらぬ涙なりけり」と思ひつつ、端の方に立ち出でて見れば、遥かなる軒端より、狩衣姿色々に立ち混じりて見ゆ。
10936,手習,山へ登る人なりとても、こなたの道には、通ふ人もいとたまさかなり。
10937,手習,黒谷とかいふ方よりありく法師の跡のみ、まれまれは見ゆるを、例の姿見つけたるは、あいなくめづらしきに、この恨みわびし中将なりけり。
10938,手習,かひなきことも言はむとてものしたりけるを、紅葉のいとおもしろく、他の紅に染めましたる色々なれば、入り来るよりぞものあはれなりける。
10939,手習,「ここに、いと心地よげなる人を見つけたらば、あやしくぞおぼゆべき」など思ひて、「暇ありて、つれづれなる心地しはべるに、紅葉もいかにと思ひたまへてなむ。なほ、立ち返りて旅寝もしつべき木の下にこそ」とて、見出だしたまへり。
10940,手習,尼君、例の、涙もろにて、「木枯らしの吹きにし山の麓には立ち隠すべき蔭だにぞなき」とのたまへば、「待つ人もあらじと思ふ山里の梢を見つつなほぞ過ぎ憂き」言ふかひなき人の御ことを、なほ尽きせずのたまひて、「さま変はりたまへらむさまを、いささか見せよ」と、少将の尼にのたまふ。
10941,手習,「それをだに、契りししるしにせよ」と責めたまへば、入りて見るに、ことさら人にも見せまほしきさましてぞおはする。
10942,手習,薄き鈍色の綾、中に萱草など、澄みたる色を着て、いとささやかに、様体をかしく、今めきたる容貌に、髪は五重の扇を広げたるやうに、こちたき末つきなり。
10943,手習,こまかにうつくしき面様の、化粧をいみじくしたらむやうに、赤く匂ひたり。
10944,手習,行ひなどをしたまふも、なほ数珠は近き几帳にうち懸けて、経に心を入れて読みたまへるさま、絵にも描かまほし。
10945,手習,うち見るごとに涙の止めがたき心地するを、「まいて心かけたまはむ男は、いかに見たてまつりたまはむ」と思ひて、さるべき折にやありけむ、障子の掛金のもとに開きたる穴を教へて、紛るべき几帳など押しやりたり。
10946,手習,「いとかくは思はずこそありしか。いみじく思ふさまなりける人を」と、我がしたらむ過ちのやうに、惜しく悔しう悲しければ、つつみもあへず、もの狂はしきまで、けはひも聞こえぬべければ、退きぬ。
10947,手習,「かばかりのさましたる人を失ひて、尋ねぬ人ありけむや。また、その人かの人の娘なむ、行方も知らず隠れにたる、もしはもの怨じして、世を背きにけるなど、おのづから隠れなかるべきを」など、あやしう返す返す思ふ。
10948,手習,「尼なりとも、かかるさましたらむ人はうたてもおぼえじ」など、「なかなか見所まさりて心苦しかるべきを、忍びたるさまに、なほ語らひとりてむ」と思へば、まめやかに語らふ。
10949,手習,「世の常のさまには思し憚ることもありけむを、かかるさまになりたまひにたるなむ、心やすう聞こえつべくはべる。さやうに教へきこえたまへ。来し方の忘れがたくて、かやうに参り来るに、また、今一つ心ざしを添へてこそ」などのたまふ。
10950,手習,「いと行く末心細く、うしろめたきありさまにはべるに、まめやかなるさまに思し忘れず訪はせたまはむ、いとうれしうこそ、思ひたまへおかめ。はべらざらむ後なむ、あはれに思ひたまへらるべき」とて、泣きたまふに、「この尼君も離れぬ人なるべし。誰れならむ」と心得がたし。
10951,手習,「行く末の御後見は、命も知りがたく頼もしげなき身なれど、さ聞こえそめはべるなれば、さらに変はりはべらじ。尋ねきこえたまふべき人は、まことにものしたまはぬか。さやうのことのおぼつかなきになむ、憚るべきことにははべらねど、なほ隔てある心地しはべるべき」とのたまへば、「人に知らるべきさまにて、世に経たまはば、さもや尋ね出づる人もはべらむ。今は、かかる方に、思ひきりつるありさまになむ。心のおもむけも、さのみ見えはべりつるを」など語らひたまふ。
10952,手習,こなたにも消息したまへり。
10953,手習,「おほかたの世を背きける君なれど厭ふによせて身こそつらけれ」ねむごろに深く聞こえたまふことなど、言ひ伝ふ。
10954,手習,「兄妹と思しなせ。はかなき世の物語なども聞こえて、慰めむ」など言ひ続く。
10955,手習,「心深からむ御物語など、聞き分くべくもあらぬこそ口惜しけれ」といらへて、この厭ふにつけたるいらへはしたまはず。
10956,手習,「思ひよらずあさましきこともありし身なれば、いとうとまし。すべて朽木などのやうにて、人に見捨てられて止みなむ」ともてなしたまふ。
10957,手習,されば、月ごろたゆみなく結ぼほれ、ものをのみ思したりしも、この本意のことしたまひてより、後すこし晴れ晴れしうなりて、尼君とはかなく戯れもし交はし、碁打ちなどしてぞ、明かし暮らしたまふ。
10958,手習,行ひもいとよくして、法華経はさらなり。
10959,手習,異法文なども、いと多く読みたまふ。
10960,手習,雪深く降り積み、人目絶えたるころぞ、げに思ひやる方なかりける。
10961,手習,年も返りぬ。
10962,手習,春のしるしも見えず、凍りわたれる水の音せぬさへ心細くて、「君にぞ惑ふ」とのたまひし人は、心憂しと思ひ果てにたれど、なほその折などのことは忘れず。
10963,手習,「かきくらす野山の雪を眺めても降りにしことぞ今日も悲しき」など、例の、慰めの手習を、行ひの隙にはしたまふ。
10964,手習,「我世になくて年隔たりぬるを、思ひ出づる人もあらむかし」など、思ひ出づる時も多かり。
10965,手習,若菜をおろそかなる籠に入れて、人の持て来たりけるを、尼君見て、「山里の雪間の若菜摘みはやしなほ生ひ先の頼まるるかな」とて、こなたにたてまつれたまへりければ、「雪深き野辺の若菜も今よりは君がためにぞ年も摘むべき」とあるを、「さぞ思すらむ」とあはれなるにも、「見るかひあるべき御さまと思はましかば」と、まめやかにうち泣いたまふ。
10966,手習,閨のつま近き紅梅の色も香も変はらぬを、「春や昔の」と、異花よりもこれに心寄せのあるは、飽かざりし匂ひのしみにけるにや。
10967,手習,後夜に閼伽奉らせたまふ。
10968,手習,下臈の尼のすこし若きがある、召し出でて花折らすれば、かことがましく散るに、いとど匂ひ来れば、「袖触れし人こそ見えね花の香のそれかと匂ふ春のあけぼの」大尼君の孫の紀伊守なりける、このころ上りて来たり。
10969,手習,三十ばかりにて、容貌きよげに誇りかなるさましたり。
10970,手習,「何ごとか、去年、一昨年」など問ふに、ほけほけしきさまなれば、こなたに来て、「いとこよなくこそ、ひがみたまひにけれ。あはれにもはべるかな。残りなき御さまを、見たてまつること難くて、遠きほどに年月を過ぐしはべるよ。親たちものしたまはで後は、一所をこそ、御代はりに思ひきこえはべりつれ。常陸の北の方は、訪れきこえたまふや」と言ふは、いもうとなるべし。
10971,手習,「年月に添へては、つれづれにあはれなることのみまさりてなむ。常陸は、久しう訪れきこえたまはざめり。え待ちつけたまふまじきさまになむ見えたまふ」とのたまふに、「わが親の名」と、あいなく耳止まれるに、また言ふやう、「まかり上りて日ごろになりはべりぬるを、公事のいとしげく、むつかしうのみはべるにかかづらひてなむ。昨日もさぶらはむと思ひたまへしを、右大将殿の宇治におはせし御供に仕うまつりて、故八の宮の住みたまひし所におはして、日暮らしたまひし。故宮の御女に通ひたまひしを、まづ一所は一年亡せたまひにき。その御おとうと、また忍びて据ゑたてまつりたまへりけるを、去年の春また亡せたまひにければ、その御果てのわざせさせたまはむこと、かの寺の律師になむ、さるべきことのたまはせて、なにがしも、かの女の装束一領、調じはべるべきを、せさせたまひてむや。織らすべきものは、急ぎせさせはべりなむ」と言ふを聞くに、いかでかあはれならざらむ。
10972,手習,「人やあやしと見む」とつつましうて、奥に向ひてゐたまへり。
10973,手習,尼君、「かの聖の親王の御女は、二人と聞きしを、兵部卿宮の北の方は、いづれぞ」とのたまへば、「この大将殿の御後のは、劣り腹なるべし。ことことしうももてなしたまはざりけるを、いみじう悲しびたまふなり。初めのはた、いみじかりき。ほとほと出家もしたまひつべかりきかし」など語る。
10974,手習,「かのわたりの親しき人なりけり」と見るにも、さすが恐ろし。
10975,手習,「あやしく、やうのものと、かしこにてしも亡せたまひけること。昨日も、いと不便にはべりしかな。川近き所にて、水をのぞきたまひて、いみじう泣きたまひき。上にのぼりたまひて、柱に書きつけたまひし、見し人は影も止まらぬ水の上に落ち添ふ涙いとどせきあへずとなむはべりし。言に表はしてのたまふことは少なけれど、ただ、けしきには、いとあはれなる御さまになむ見えたまひし。女は、いみじくめでたてまつりぬべくなむ。若くはべりし時より、優におはしますと見たてまつりしみにしかば、世の中の一の所も、何とも思ひはべらず、ただ、この殿を頼みきこえてなむ、過ぐしはべりぬる」と語るに、「ことに深き心もなげなるかやうの人だに、御ありさまは見知りにけり」と思ふ。
10976,手習,尼君、「光君と聞こえけむ故院の御ありさまには、並びたまはじとおぼゆるを、ただ今の世に、この御族ぞめでられたまふなる。右の大殿と」とのたまへば、「それは、容貌もいとうるはしうけうらに、宿徳にて、際ことなるさまぞしたまへる。兵部卿宮ぞ、いといみじうおはするや。女にて馴れ仕うまつらばや、となむおぼえはべる」など、教へたらむやうに言ひ続く。
10977,手習,あはれにもをかしくも聞くに、身の上もこの世のことともおぼえず。
10978,手習,とどこほることなく語りおきて出でぬ。
10979,手習,「忘れたまはぬにこそは」とあはれに思ふにも、いとど母君の御心のうち推し量らるれど、なかなか言ふかひなきさまを見え聞こえたてまつらむは、なほつつましくぞありける。
10980,手習,かの人の言ひつけしことどもを、染め急ぐを見るにつけても、あやしうめづらかなる心地すれど、かけても言ひ出でられず。
10981,手習,裁ち縫ひなどするを、「これ御覧じ入れよ。ものをいとうつくしうひねらせたまへば」とて、小袿の単衣たてまつるを、うたておぼゆれば、「心地悪し」とて、手も触れず臥したまへり。
10982,手習,尼君、急ぐことをうち捨てて、「いかが思さるる」など思ひ乱れたまふ。
10983,手習,紅に桜の織物の袿重ねて、「御前には、かかるをこそ奉らすべけれ。あさましき墨染なりや」と言ふ人あり。
10984,手習,「尼衣変はれる身にやありし世の形見に袖をかけて偲ばむ」と書きて、「いとほしく、亡くもなりなむ後に、物の隠れなき世なりければ、聞きあはせなどして、疎ましきまでに隠しけるなどや思はむ」など、さまざま思ひつつ、「過ぎにし方のことは、絶えて忘れはべりにしを、かやうなることを思し急ぐにつけてこそ、ほのかにあはれなれ」とおほどかにのたまふ。
10985,手習,「さりとも、思し出づることは多からむを、尽きせず隔てたまふこそ心憂けれ。身には、かかる世の常の色あひなど、久しく忘れにければ、なほなほしくはべるにつけても、昔の人あらましかば、など思ひ出ではべる。しか扱ひきこえたまひけむ人、世におはすらむ。やがて、亡くなして見はべりしだに、なほいづこにあらむ、そことだに尋ね聞かまほしくおぼえはべるを、行方知らで、思ひきこえたまふ人びとはべるらむかし」とのたまへば、「見しほどまでは、一人はものしたまひき。この月ごろ亡せやしたまひぬらむ」とて、涙の落つるを紛らはして、「なかなか思ひ出づるにつけて、うたてはべればこそ、え聞こえ出でね。隔ては何ごとにか残しはべらむ」と、言少なにのたまひなしつ。
10986,手習,大将は、この果てのわざなどせさせたまひて、「はかなくて、止みぬるかな」とあはれに思す。
10987,手習,かの常陸の子どもは、かうぶりしたりしは、蔵人になして、わが御司の将監になしなど、労りたまひけり。
10988,手習,「童なるが、中にきよげなるをば、近く使ひ馴らさむ」とぞ思したりける。
10989,手習,雨など降りてしめやかなる夜、后の宮に参りたまへり。
10990,手習,御前のどやかなる日にて、御物語など聞こえたまふついでに、「あやしき山里に、年ごろまかり通ひ見たまへしを、人の誹りはべりしも、さるべきにこそはあらめ。誰れも心の寄る方のことは、さなむある、と思ひたまへなしつつ、なほ時々見たまへしを、所のさがにやと、心憂く思ひたまへなりにし後は、道も遥けき心地しはべりて、久しうものしはべらぬを、先つころ、もののたよりにまかりて、はかなき世のありさまとり重ねて思ひたまへしに、ことさら道心起こすべく造りおきたりける、聖の住処となむおぼえはべりし」と啓したまふに、かのこと思し出でて、いといとほしければ、「そこには、恐ろしき物や住むらむ。いかやうにてか、かの人は亡くなりにし」と問はせたまふを、「なほ、続きを思し寄る方」と思ひて、「さもはべらむ。さやうの人離れたる所は、よからぬものなむかならず住みつきはべるを。亡せはべりにしさまもなむ、いとあやしくはべる」とて、詳しくは聞こえたまはず。
10991,手習,「なほ、かく忍ぶる筋を、聞きあらはしけり」と思ひたまはむが、いとほしく思され、宮の、ものをのみ思して、そのころは病になりたまひしを、思し合はするにも、さすがに心苦しうて、「かたがたに口入れにくき人の上」と思し止めつ。
10992,手習,小宰相に、忍びて、「大将、かの人のことを、いとあはれと思ひてのたまひしに、いとほしうて、うち出でつべかりしかど、それにもあらざらむものゆゑと、つつましうてなむ。君ぞ、ことごと聞き合はせける。かたはならむことはとり隠して、さることなむありけると、おほかたの物語のついでに、僧都の言ひしことを語れ」とのたまはす。
10993,手習,「御前にだにつつませたまはむことを、まして、異人はいかでか」と聞こえさすれど、「さまざまなることにこそ。また、まろはいとほしきことぞあるや」とのたまはするも、心得て、をかしと見たてまつる。
10994,手習,立ち寄りて物語などしたまふついでに、言ひ出でたり。
10995,手習,珍かにあやしと、いかでか驚かれたまはざらむ。
10996,手習,「宮の問はせたまひしも、かかることを、ほの思し寄りてなりけり。などか、のたまはせ果つまじき」とつらけれど、「我もまた初めよりありしさまのこと聞こえそめざりしかば、聞きて後も、なほをこがましき心地して、人にすべて漏らさぬを、なかなか他には聞こゆることもあらむかし。うつつの人びとのなかに忍ぶることだに、隠れある世の中かは」など思ひ入りて、「この人にも、さなむありし」など、明かしたまはむことは、なほ口重き心地して、「なほ、あやしと思ひし人のことに、似てもありける人のありさまかな。さて、その人は、なほあらむや」とのたまへば、「かの僧都の山より出でし日なむ、尼になしつる。いみじうわづらひしほどにも、見る人惜しみてせさせざりしを、正身の本意深きよしを言ひてなりぬる、とこそはべるなりしか」と言ふ。
10997,手習,所も変はらず、そのころのありさまと思ひあはするに、違ふふしなければ、「まことにそれと尋ね出でたらむ、いとあさましき心地もすべきかな。いかでかは、たしかに聞くべき。下り立ちて尋ねありかむも、かたくなしなどや人言ひなさむ。また、かの宮も聞きつけたまへらむには、かならず思し出でて、思ひ入りにけむ道も妨げたまひてむかし。さて、『さなのたまひそ』など聞こえおきたまひければや、我には、さることなむ聞きしと、さる珍しきことを聞こし召しながら、のたまはせぬにやありけむ。宮もかかづらひたまふにては、いみじうあはれと思ひながらも、さらに、やがて亡せにしものと思ひなしてを止みなむ。うつし人になりて、末の世には、黄なる泉のほとりばかりを、おのづから語らひ寄る風の紛れもありなむ。我がものに取り返し見むの心地、また使はじ」など思ひ乱れて、「なほ、のたまはずやあらむ」とおぼゆれど、御けしきのゆかしければ、大宮に、さるべきついで作り出だしてぞ、啓したまふ。
10998,手習,「あさましうて、失ひはべりぬと思ひたまへし人、世に落ちあぶれてあるやうに、人のまねびはべりしかな。いかでか、さることははべらむ、と思ひたまふれど、心とおどろおどろしう、もて離るることははべらずや、と思ひわたりはべる人のありさまにはべれば、人の語りはべしやうにては、さるやうもやはべらむと、似つかはしく思ひたまへらるる」とて、今すこし聞こえ出でたまふ。
10999,手習,宮の御ことを、いと恥づかしげに、さすがに恨みたるさまには言ひなしたまはで、「かのこと、またさなむと聞きつけたまへらば、かたくなに好き好きしうも思されぬべし。さらに、さてありけりとも、知らず顔にて過ぐしはべりなむ」と啓したまへば、「僧都の語りしに、いともの恐ろしかりし夜のことにて、耳も止めざりしことにこそ。宮は、いかでか聞きたまはむ。聞こえむ方なかりける御心のほどかな、と聞けば、まして聞きつけたまはむこそ、いと苦しかるべけれ。かかる筋につけて、いと軽く憂きものにのみ、世に知られたまひぬめれば、心憂く」などのたまはす。
11000,手習,「いと重き御心なれば、かならずしも、うちとけ世語りにても、人の忍びて啓しけむことを、漏らさせたまはじ」など思す。
11001,手習,「住むらむ山里はいづこにかはあらむ。いかにして、さま悪しからず尋ね寄らむ。僧都に会ひてこそは、たしかなるありさまも聞き合はせなどして、ともかくも問ふべかめれ」など、ただ、このことを起き臥し思す。
11002,手習,月ごとの八日は、かならず尊きわざせさせたまへば、薬師仏に寄せたてまつるにもてなしたまへるたよりに、中堂に、時々参りたまひけり。
11003,手習,それよりやがて横川におはせむと思して、かのせうとの童なる、率ておはす。
11004,手習,「その人びとには、とみに知らせじ。ありさまにぞ従はむ」と思せど、うち見む夢の心地にも、あはれをも加へむとにやありけむ。
11005,手習,さすがに、「その人とは見つけながら、あやしきさまに、形異なる人の中にて、憂きことを聞きつけたらむこそ、いみじかるべけれ」と、よろづに道すがら思し乱れけるにや。
11006,夢浮橋,山におはして、例せさせたまふやうに、経仏など供養ぜさせたまふ。
11007,夢浮橋,またの日は、横川におはしたれば、僧都驚きかしこまりきこえたまふ。
11008,夢浮橋,年ごろ、御祈りなどつけ語らひたまひけれど、ことにいと親しきことはなかりけるを、このたび、一品の宮の御心地のほどにさぶらひたまへるに、「すぐれたまへる験ものしたまひけり」と見たまひてより、こよなう尊びたまひて、今すこし深き契り加へたまひてければ、「重々しうおはする殿の、かくわざとおはしましたること」と、もて騷ぎきこえたまふ。
11009,夢浮橋,御物語など、こまやかにしておはすれば、御湯漬など参りたまふ。
11010,夢浮橋,すこし人びと静まりぬるに、「小野のわたりに、知りたまへる宿りやはべる」と、問ひたまへば、「しかはべる。いと異様なる所になむ。なにがしが母なる朽尼のはべるを、京にはかばかしからぬ住処もはべらぬうちに、かくて籠もりはべるあひだは、夜中、暁にも、あひ訪らはむ、と思ひたまへおきてはべる」など申したまふ。
11011,夢浮橋,「そのわたりには、ただ近きころほひまで、人多う住みはべりけるを、今は、いとかすかにこそなりゆくめれ」などのたまひて、今すこし近くゐ寄りて、忍びやかに、「いと浮きたる心地もしはべる、また、尋ねきこえむにつけては、いかなりけることにかと、心得ず思されぬべきに、かたがた、憚られはべれど、かの山里に、知るべき人の隠ろへてはべるやうに聞きはべりしを。確かにてこそは、いかなるさまにて、なども漏らしきこえめ、など思ひたまふるほどに、御弟子になりて、忌むことなど授けたまひてけり、と聞きはべるは、まことか。まだ年も若く、親などもありし人なれば、ここに失ひたるやうに、かことかくる人なむはべるを」などのたまふ。
11012,夢浮橋,僧都、「さればよ。ただ人と見えざりし人のさまぞかし。かくまでのたまふは、軽々しくは思されざりける人にこそあめれ」と思ふに、「法師といひながら、心もなく、たちまちに容貌をやつしてけること」と、胸つぶれて、いらへきこえむやう思ひまはさる。
